RecordID,Competition,Edition,Athlete Id,Sex,Region,Education,Age group,Income,Disability,Previous attempts,Late enrollment,Cancelled enrollment,Athlete score,Mental preparation,Train bf competition,Strength training,Sand training,Recovery,Supplements,Cardiovascular training,Outdoor Workout,Squad training,Physiotherapy,Plyometric training,No coach,Sport-specific training,Other training,Past injuries,Outcome
59509,Federation League,2020,361282,M,Central America,Middle school,0-35,Low,FALSE,0,FALSE,TRUE,0,FALSE,181,206,2,98,199,7,FALSE,0,7,0,FALSE,51,3,FALSE,0
26264,Federation League,2020,522572,M,Eastern Europe,High school,0-35,Low,FALSE,0,FALSE,FALSE,0,,295,288,1,79,375,33,FALSE,0,87,0,FALSE,62,19,FALSE,1
83933,Local Match,2020,414258,F,North America,High school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,214,353,1,452,211,51,FALSE,0,7,0,FALSE,29,12,FALSE,0
65290,Federation League,2022,2595730,F,Southern Africa,Middle school,0-35,Middle,FALSE,1,FALSE,FALSE,60,FALSE,405,123,0,292,225,14,FALSE,33,0,0,FALSE,24,0,TRUE,1
20178,World Championship,2019,597597,M,East Asia,High school,0-35,High,FALSE,0,FALSE,FALSE,-30,FALSE,184,322,1,213,32,127,FALSE,0,0,0,FALSE,0,0,TRUE,1
68973,National Cup,2022,613122,M,Northern Africa,University Degree,35-55,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,161,974,0,140,159,170,FALSE,0,0,0,FALSE,7,0,FALSE,0
18503,National Cup,2022,680222,F,Oceania,Middle school,0-35,Low,FALSE,0,FALSE,TRUE,120,FALSE,44,9,0,3,13,144,FALSE,0,0,0,FALSE,0,0,FALSE,0
89727,Local Match,2020,491004,M,Central America,High school,35-55,Middle,FALSE,0,FALSE,FALSE,0,FALSE,512,1700,0,530,286,1015,FALSE,0,46,4,FALSE,32,46,TRUE,1
43928,Federation League,2022,677629,M,Oceania,High school,0-35,High,FALSE,0,FALSE,FALSE,30,FALSE,74,105,16,23,46,1,FALSE,0,0,0,FALSE,4,0,TRUE,0
36293,Continental Championship,2019,505727,M,North America,University Degree,0-35,Middle,FALSE,0,FALSE,FALSE,0,FALSE,175,506,0,132,18,90,FALSE,0,194,0,FALSE,24,1,TRUE,1
48892,Local Match,2020,1464952,M,Western Europe,University Degree,35-55,Middle,FALSE,0,FALSE,FALSE,30,FALSE,1530,1615,0,1605,337,679,FALSE,0,48,18,FALSE,27,104,TRUE,1
82099,Local Match,2022,508626,M,South America,Middle school,35-55,Middle-Low,FALSE,0,FALSE,,0,FALSE,1680,4340,1,1480,581,767,TRUE,38,68,25,FALSE,77,76,TRUE,1
32912,World Championship,2021,628495,M,Middle East,Middle school,35-55,High,FALSE,0,FALSE,FALSE,-30,FALSE,124,413,2,105,26,106,FALSE,0,0,0,FALSE,0,0,TRUE,1
40886,Regional Tournament,2021,559831,F,Central Asia,High school,0-35,Middle,FALSE,0,FALSE,FALSE,60,FALSE,84,10,0,0,6,94,FALSE,0,0,0,FALSE,0,0,TRUE,1
42370,Federation League,2020,1018685,M,South Asia,Middle school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,236,89,0,76,149,18,FALSE,0,16,0,FALSE,108,62,FALSE,0
73036,Federation League,2022,1991399,F,Central Asia,Middle school,0-35,High,FALSE,0,FALSE,FALSE,60,FALSE,286,305,0,331,149,0,FALSE,15,0,0,FALSE,36,0,FALSE,1
79756,Local Match,2020,2687045,M,Middle East,Middle school,0-35,Middle,FALSE,0,FALSE,TRUE,0,FALSE,670,840,3,615,421,170,FALSE,0,38,16,FALSE,64,34,TRUE,0
30868,Continental Championship,2019,200095,M,Western Europe,University Degree,35-55,High,FALSE,0,FALSE,FALSE,-30,FALSE,998,2968,0,1161,54,275,FALSE,0,1102,0,FALSE,98,18,TRUE,1
26927,World Championship,2022,2533195,F,Oceania,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,-30,FALSE,229,331,0,61,31,103,FALSE,0,0,0,FALSE,0,0,TRUE,1
80941,World Championship,2021,599467,M,Middle East,Middle school,0-35,Middle-Low,FALSE,1,FALSE,FALSE,0,FALSE,106,244,1,30,28,70,FALSE,0,0,0,FALSE,0,0,TRUE,1
84708,Local Match,2021,555929,F,Oceania,Middle school,0-35,Middle-Low,FALSE,2,FALSE,FALSE,60,TRUE,160,479,0,17,212,1266,FALSE,0,0,0,FALSE,13,0,TRUE,1
39466,Regional Tournament,2020,408112,F,Central Asia,Middle school,35-55,Low,TRUE,0,FALSE,FALSE,0,FALSE,126,3,0,263,79,43,FALSE,0,0,0,FALSE,24,4,FALSE,1
46356,National Cup,2021,,M,North America,University Degree,55<=,High,FALSE,0,FALSE,FALSE,30,FALSE,192,140,0,241,120,745,FALSE,3,0,0,FALSE,6,0,FALSE,1
80667,Local Match,2021,416302,M,Western Europe,High school,0-35,High,TRUE,0,FALSE,FALSE,0,TRUE,869,4862,0,535,676,838,FALSE,0,73,29,FALSE,66,18,TRUE,1
49918,Regional Tournament,2022,693752,F,Southern Africa,Middle school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,46,132,0,35,11,30,FALSE,0,0,0,FALSE,0,0,TRUE,1
11299,Local Match,2022,490297,M,North America,Middle school,0-35,Low,TRUE,0,FALSE,FALSE,90,FALSE,34,69,0,10,57,3,TRUE,0,0,0,FALSE,14,0,FALSE,0
85695,National Cup,2022,690507,M,North America,High school,35-55,,FALSE,0,FALSE,FALSE,0,FALSE,251,1255,0,32,123,1551,FALSE,0,0,0,FALSE,14,0,FALSE,1
11836,Local Match,2020,,M,North America,University Degree,35-55,Low,FALSE,0,FALSE,FALSE,0,FALSE,647,3300,0,346,610,936,FALSE,0,97,34,FALSE,,56,TRUE,1
42597,Continental Championship,2019,35355,M,Central America,Middle school,35-55,Low,FALSE,0,FALSE,FALSE,-30,FALSE,196,1109,0,414,12,150,FALSE,0,327,0,FALSE,26,8,TRUE,1
34176,Regional Tournament,2019,594697,F,Eastern Europe,High school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,7,9,0,0,9,0,FALSE,0,0,0,FALSE,1,0,TRUE,0
92889,National Cup,2022,601566,M,Northern Africa,High school,0-35,High,FALSE,0,FALSE,TRUE,0,,66,10,0,29,16,201,FALSE,0,0,0,FALSE,1,0,FALSE,0
80971,Continental Championship,2022,653587,M,Central Asia,,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,156,255,0,101,50,81,FALSE,1,129,0,FALSE,16,2,TRUE,1
46454,National Cup,2022,2691267,F,Eastern Europe,Middle school,35-55,High,FALSE,1,FALSE,FALSE,0,FALSE,245,154,0,991,207,684,FALSE,0,0,0,FALSE,13,0,FALSE,1
16157,Regional Tournament,2021,1536591,F,South America,Middle school,35-55,Low,FALSE,1,FALSE,TRUE,60,FALSE,13,1,0,57,3,0,FALSE,0,0,0,FALSE,1,0,TRUE,0
72787,Regional Tournament,2021,307386,F,Southern Africa,University Degree,0-35,Middle,FALSE,2,FALSE,FALSE,120,FALSE,84,15,0,26,11,91,FALSE,0,0,0,FALSE,3,0,FALSE,1
39513,World Championship,2019,541252,F,Middle East,Middle school,0-35,High,FALSE,0,FALSE,FALSE,90,FALSE,37,35,0,3,7,105,FALSE,0,0,0,FALSE,0,0,TRUE,1
81945,Federation League,2022,694677,M,South America,High school,0-35,Middle,FALSE,0,FALSE,FALSE,60,FALSE,168,104,23,79,45,5,FALSE,0,0,0,FALSE,11,0,FALSE,1
77997,Local Match,2022,650923,M,Middle East,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,92,545,0,41,143,461,TRUE,0,86,5,FALSE,16,16,TRUE,1
30913,Local Match,2022,647496,M,Middle East,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,265,494,0,61,255,779,TRUE,0,2,0,FALSE,11,0,TRUE,1
24774,Local Match,2022,646138,M,Northern Africa,Middle school,0-35,High,FALSE,0,FALSE,FALSE,30,FALSE,151,1019,0,26,126,620,TRUE,4,10,17,FALSE,18,8,FALSE,1
66039,Federation League,2021,442873,F,Central Asia,Middle school,35-55,Low,FALSE,0,FALSE,FALSE,60,FALSE,424,202,0,361,278,22,FALSE,20,105,0,FALSE,24,0,TRUE,1
16675,Local Match,2022,688543,F,Northern Africa,University Degree,0-35,Low,FALSE,0,FALSE,FALSE,60,FALSE,476,1360,0,344,245,946,TRUE,7,22,22,FALSE,26,10,TRUE,1
91885,Regional Tournament,2020,557325,F,Western Europe,High school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,108,,0,452,13,38,FALSE,0,0,0,FALSE,5,0,FALSE,1
69770,Regional Tournament,2019,573063,F,South Asia,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,121,27,0,420,26,88,FALSE,1,0,0,FALSE,7,0,FALSE,1
63813,World Championship,2019,598107,F,Middle East,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,-30,FALSE,370,358,6,188,73,113,FALSE,0,0,0,FALSE,0,0,TRUE,1
32738,National Cup,2022,442669,F,North America,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,,278,0,336,133,1511,FALSE,0,0,0,FALSE,15,0,FALSE,1
17603,Regional Tournament,2021,618399,F,South America,High school,0-35,Low,FALSE,0,FALSE,FALSE,0,FALSE,74,41,0,128,35,81,FALSE,0,0,0,FALSE,9,0,TRUE,1
25182,National Cup,2021,29764,M,Western Europe,High school,0-35,Middle,FALSE,0,FALSE,FALSE,30,FALSE,224,180,0,21,299,2135,FALSE,0,0,0,FALSE,8,0,FALSE,1
90403,National Cup,2021,633384,M,Oceania,Middle school,0-35,High,FALSE,0,FALSE,TRUE,30,FALSE,84,99,0,6,63,234,FALSE,2,0,0,FALSE,7,0,FALSE,0
14678,Continental Championship,2019,578450,F,Western Europe,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,60,FALSE,101,289,0,327,3,195,FALSE,0,83,0,FALSE,2,1,FALSE,0
48879,Local Match,2021,629739,M,South America,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,TRUE,192,520,0,183,122,713,FALSE,1,1,0,FALSE,16,0,TRUE,1
58226,Local Match,2021,559876,M,Eastern Europe,Middle school,0-35,Middle-Low,FALSE,1,FALSE,FALSE,60,TRUE,903,2900,0,1088,530,1508,FALSE,12,81,36,FALSE,76,33,TRUE,1
85452,Federation League,2021,2162388,M,North America,High school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,78,47,0,8,37,2,FALSE,6,9,0,FALSE,4,0,FALSE,0
64160,World Championship,2019,261718,F,Oceania,Middle school,0-35,Middle,FALSE,0,FALSE,FALSE,-30,FALSE,90,259,6,4,17,117,FALSE,0,0,0,FALSE,0,0,TRUE,1
38113,Local Match,2022,332237,M,East Asia,University Degree,0-35,High,FALSE,1,FALSE,FALSE,0,FALSE,10,0,0,15,0,0,FALSE,0,0,0,FALSE,0,0,TRUE,0
42637,Federation League,2020,2547402,M,Oceania,Middle school,0-35,Middle,TRUE,2,FALSE,FALSE,120,FALSE,155,122,2,303,142,11,FALSE,0,137,0,FALSE,35,5,TRUE,1
66573,Local Match,2022,648815,M,North America,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,60,FALSE,825,3751,0,467,786,1112,TRUE,11,71,53,FALSE,122,72,TRUE,1
91179,Continental Championship,2022,2258124,M,East Asia,High school,0-35,High,FALSE,0,FALSE,FALSE,-30,FALSE,132,431,0,124,49,93,FALSE,7,230,0,FALSE,11,2,FALSE,1
42550,Federation League,2020,77763,M,Western Europe,University Degree,35-55,Middle-Low,FALSE,0,FALSE,FALSE,90,FALSE,309,230,24,277,337,19,FALSE,0,98,0,FALSE,53,7,FALSE,1
68412,World Championship,2019,330177,M,Central Asia,Middle school,0-35,Middle,TRUE,0,FALSE,FALSE,0,FALSE,367,614,34,250,59,131,FALSE,0,0,0,FALSE,0,0,TRUE,1
44849,Local Match,2022,644508,F,East Asia,Middle school,0-35,Middle,FALSE,0,,FALSE,0,FALSE,705,877,0,551,,2253,TRUE,5,1,0,FALSE,19,1,TRUE,1
87376,National Cup,2022,529309,M,Central Asia,High school,0-35,Middle,FALSE,0,FALSE,FALSE,30,FALSE,26,48,0,1,17,87,FALSE,0,0,0,FALSE,4,0,FALSE,0
65032,Local Match,2020,1936679,F,Oceania,High school,35-55,Middle-Low,TRUE,0,FALSE,FALSE,0,FALSE,814,1887,1,1021,400,762,FALSE,0,86,13,FALSE,27,140,TRUE,1
25900,Local Match,2021,626469,M,East Asia,Middle school,0-35,High,FALSE,0,FALSE,FALSE,60,FALSE,70,115,0,28,75,1,FALSE,0,0,0,FALSE,5,0,FALSE,0
14426,Local Match,2021,623542,M,Northern Africa,Middle school,0-35,Low,TRUE,0,FALSE,FALSE,30,FALSE,149,352,0,120,191,34,FALSE,0,2,0,FALSE,0,0,TRUE,0
34914,Olympic Games,,346118,F,Western Europe,High school,35-55,Middle-Low,FALSE,0,FALSE,FALSE,60,FALSE,153,227,0,228,82,0,FALSE,0,0,0,FALSE,10,0,FALSE,1
36853,Continental Championship,2019,574586,M,,High school,35-55,Middle-High,FALSE,0,FALSE,FALSE,30,FALSE,1037,618,0,2284,42,218,FALSE,0,499,0,FALSE,200,2,TRUE,1
61764,National Cup,2022,565605,F,North America,Middle school,35-55,Middle,FALSE,0,FALSE,FALSE,0,FALSE,434,782,0,270,154,2577,FALSE,5,0,0,FALSE,13,0,FALSE,1
40957,Federation League,2022,434002,F,Southern Europe,High school,0-35,Middle-Low,FALSE,1,FALSE,FALSE,60,FALSE,78,95,0,215,93,13,FALSE,36,0,0,FALSE,8,0,TRUE,1
17990,Local Match,2022,656791,M,South America,High school,35-55,Low,FALSE,0,FALSE,FALSE,30,FALSE,1200,3282,0,725,695,1395,TRUE,1,112,4,FALSE,55,9,TRUE,1
52813,Local Match,2019,528559,M,South Asia,Elementary school,0-35,High,FALSE,1,FALSE,FALSE,30,TRUE,367,726,0,247,393,543,FALSE,21,1,1,FALSE,42,1,TRUE,1
49738,National Cup,2022,634776,M,Central Asia,High school,0-35,Middle-High,FALSE,0,FALSE,TRUE,30,FALSE,64,142,0,17,26,110,FALSE,1,0,0,FALSE,2,0,FALSE,0
36945,Regional Tournament,2022,58653,F,Northern Africa,Middle school,35-55,High,FALSE,1,FALSE,FALSE,60,FALSE,102,267,0,2,5,0,FALSE,5,0,0,FALSE,2,0,FALSE,1
14987,Local Match,2022,693903,M,Oceania,High school,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,FALSE,357,1406,0,191,310,565,TRUE,3,0,0,FALSE,16,10,TRUE,1
46791,Federation League,2021,472257,M,Eastern Europe,High school,0-35,High,FALSE,1,FALSE,FALSE,90,FALSE,204,84,0,281,67,4,FALSE,4,46,0,FALSE,2,0,TRUE,1
50964,Continental Championship,2021,497580,M,Western Europe,High school,0-35,High,FALSE,0,FALSE,FALSE,-30,FALSE,312,550,0,269,21,118,FALSE,0,394,0,FALSE,95,1,TRUE,1
33991,Local Match,2021,612540,M,East Asia,High school,0-35,Middle,FALSE,0,FALSE,FALSE,60,TRUE,241,583,0,143,207,487,FALSE,12,2,0,FALSE,14,0,TRUE,1
66606,Regional Tournament,2020,541803,M,Central America,University Degree,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,40,1,0,29,14,80,FALSE,0,0,0,FALSE,0,0,FALSE,0
64835,Local Match,2021,2581654,M,Northern Africa,High school,35-55,Middle,FALSE,0,FALSE,FALSE,60,TRUE,224,838,0,147,152,336,FALSE,9,13,7,FALSE,19,8,TRUE,1
47104,Federation League,2021,544499,F,Central America,Middle school,0-35,Low,FALSE,2,FALSE,TRUE,120,FALSE,32,10,0,6,19,1,FALSE,0,34,0,FALSE,1,0,FALSE,0
67700,Regional Tournament,2019,586882,F,South America,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,60,FALSE,6,1,0,2,7,2,FALSE,0,0,0,FALSE,2,0,TRUE,0
33111,National Cup,2021,578850,M,Eastern Europe,High school,0-35,Low,FALSE,0,FALSE,FALSE,30,FALSE,121,310,0,96,108,196,FALSE,0,0,0,FALSE,7,0,FALSE,1
89913,Federation League,2019,570531,M,East Asia,High school,0-35,High,FALSE,0,FALSE,FALSE,10,FALSE,231,144,0,158,107,3,FALSE,1,58,0,FALSE,22,0,TRUE,1
37870,Federation League,2019,482173,F,North America,High school,0-35,Middle-Low,FALSE,0,FALSE,TRUE,0,FALSE,269,114,0,343,80,7,FALSE,0,25,0,FALSE,26,0,FALSE,0
10082,Local Match,2022,517551,M,South Asia,High school,0-35,Middle-High,FALSE,2,FALSE,FALSE,0,FALSE,323,846,0,84,168,730,TRUE,4,0,0,FALSE,11,3,TRUE,1
97261,National Cup,2021,338731,M,Southern Europe,Middle school,35-55,Low,FALSE,0,FALSE,TRUE,-30,FALSE,363,1923,0,109,110,2219,FALSE,3,0,0,FALSE,5,0,FALSE,0
84108,Federation League,2021,556370,M,North America,University Degree,0-35,Middle,FALSE,2,FALSE,FALSE,60,FALSE,20,15,0,4,8,0,FALSE,0,9,0,FALSE,0,0,FALSE,0
11220,Olympic Games,2019,2678643,F,East Asia,High school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,390,1235,5,354,192,0,FALSE,1,0,0,FALSE,108,2,FALSE,1
84506,Federation League,2021,492537,M,South America,Middle school,0-35,Middle-High,TRUE,1,FALSE,FALSE,0,FALSE,120,101,0,102,69,0,FALSE,7,143,0,FALSE,4,0,FALSE,1
60785,Regional Tournament,2022,691411,F,Western Europe,High school,0-35,Middle-Low,FALSE,0,FALSE,TRUE,60,FALSE,78,73,0,162,13,0,FALSE,4,0,0,FALSE,1,0,FALSE,0
36777,Federation League,2019,609488,F,Middle East,High school,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,FALSE,49,28,0,33,33,2,FALSE,0,2,0,FALSE,10,0,TRUE,0
29424,Regional Tournament,2021,571223,F,Western Europe,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,339,25,0,806,32,133,FALSE,0,0,0,FALSE,17,0,FALSE,1
90291,Federation League,2020,235492,M,South Asia,High school,35-55,High,FALSE,0,FALSE,FALSE,0,FALSE,81,72,0,116,36,2,FALSE,0,15,0,FALSE,10,5,FALSE,0
87150,World Championship,2022,674710,M,South Asia,High school,0-35,Low,FALSE,0,TRUE,FALSE,-30,FALSE,11,28,1,0,3,0,FALSE,0,0,0,FALSE,0,0,FALSE,0
21005,Federation League,2022,132157,M,South America,High school,35-55,High,TRUE,0,FALSE,FALSE,0,FALSE,195,237,1,162,81,16,FALSE,3,0,0,FALSE,3,0,TRUE,0
42873,Continental Championship,2019,581716,F,Southern Africa,Middle school,0-35,Low,FALSE,0,FALSE,FALSE,120,,221,446,0,124,5,161,FALSE,1,114,0,FALSE,34,3,TRUE,1
59842,Local Match,2021,516634,F,North America,University Degree,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,TRUE,663,1807,0,929,344,976,FALSE,3,15,8,FALSE,46,0,TRUE,1
94019,Federation League,2022,688722,F,Middle East,High school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,297,356,1,348,240,24,FALSE,51,0,0,FALSE,39,0,TRUE,1
42983,Regional Tournament,2022,640225,F,Central America,Middle school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,0,FALSE,237,670,8,302,35,184,FALSE,8,0,0,FALSE,2,0,TRUE,1
18400,Local Match,2021,628174,M,Eastern Europe,Middle school,0-35,Middle-High,FALSE,0,FALSE,FALSE,0,TRUE,426,1472,0,139,295,976,FALSE,3,34,15,FALSE,22,1,TRUE,1
34313,World Championship,2022,675247,M,Central Asia,High school,0-35,Middle,,0,FALSE,FALSE,-30,FALSE,99,260,30,2,17,108,FALSE,0,0,0,FALSE,0,0,TRUE,1
59212,Regional Tournament,2021,511901,F,Southern Europe,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,60,FALSE,62,38,0,35,46,2,FALSE,0,0,0,FALSE,7,0,TRUE,1
26175,Local Match,2019,592007,M,Northern Africa,High school,0-35,Middle,FALSE,0,FALSE,FALSE,60,TRUE,507,1598,0,354,419,769,FALSE,0,36,21,FALSE,34,18,TRUE,1
76872,Continental Championship,2022,523872,M,East Asia,Middle school,0-35,Middle,FALSE,0,FALSE,FALSE,0,FALSE,338,572,,215,99,142,FALSE,2,122,0,FALSE,23,0,FALSE,1
84760,National Cup,2021,598321,M,East Asia,University Degree,35-55,High,FALSE,0,FALSE,FALSE,0,FALSE,172,134,0,74,147,298,FALSE,0,0,0,FALSE,9,0,FALSE,1
54224,National Cup,2021,512353,M,Western Europe,High school,0-35,Middle-Low,FALSE,0,FALSE,FALSE,90,FALSE,19,6,0,0,6,104,FALSE,0,0,0,FALSE,0,0,FALSE,0
97977,Continental Championship,2019,608884,M,Western Europe,Middle school,0-35,High,FALSE,0,FALSE,FALSE,0,FALSE,140,343,0,65,12,99,FALSE,0,6,0,FALSE,13,2,FALSE,1
10011,Federation League,2020,528271,M,Central America,High school,0-35,High,FALSE,0,FALSE,TRUE,15,FALSE,220,239,0,115,71,4,FALSE,0,,0,FALSE,36,0,FALSE,0
41922,National Cup,2022,2619025,M,Eastern Europe,High school,0-35,Middle-Low,TRUE,0,FALSE,FALSE,0,FALSE,706,581,0,1423,280,1999,FALSE,1,0,0,FALSE,11,0,FALSE,1
55454,Continental Championship,2021,632111,M,Northern Africa,High school,0-35,Middle,FALSE,0,FALSE,FALSE,0,FALSE,155,369,0,29,40,92,FALSE,0,217,0,FALSE,33,0,TRUE,1
